varos,sorszam,valasztokorzet,lista,szavazatok,fidesz_aranya_valasztokorben,fidesz_aranya_teruleten,fidesz_aranya_diff,helyi_megjelentek_szama,atjelentkezett_megjelentek_szama,atjelentkezettek_aranya
Szeged,012,"Szeged - 012",FIDESZ-KDNP,389,37.47591522158,37.5377626896143,-0.061847468034351,1046,0,0.0
"Budapest XIV. kerület",030,"Budapest XIV. kerület - 030",FIDESZ-KDNP,318,35.5704697986577,35.6335037559549,-0.0630339572972289,899,0,0.0
"Délegyháza",001,"Délegyháza - 001",FIDESZ-KDNP,322,47.4226804123711,47.4859401548808,-0.0632597425097146,680,0,0.0
"Ózd",032,"Ózd - 032",FIDESZ-KDNP,219,46.3983050847458,46.4623808848935,-0.0640758001477479,477,0,0.0
"Hőgyész",001,"Hőgyész - 001",FIDESZ-KDNP,234,45.8823529411765,45.9490884072927,-0.0667354661162705,516,27,4.97237569060773
Debrecen,016,"Debrecen - 016",FIDESZ-KDNP,412,48.8151658767773,48.8831492940873,-0.0679834173100673,856,0,0.0
"Vácszentlászló",001,"Vácszentlászló - 001",FIDESZ-KDNP,313,55.8928571428571,55.9612708719852,-0.068413729128018,569,0,0.0
"Budapest III. kerület",082,"Budapest III. kerület - 082",FIDESZ-KDNP,307,36.8547418967587,36.9315427352004,-0.0768008384417271,834,0,0.0
"Csurgó",003,"Csurgó - 003",FIDESZ-KDNP,251,54.0948275862069,54.1741805079505,-0.0793529217436202,495,42,7.82122905027933
Miskolc,052,"Miskolc - 052",FIDESZ-KDNP,177,39.7752808988764,39.8552204069502,-0.0799395080737781,445,0,0.0
Aba,001,"Aba - 001",FIDESZ-KDNP,337,57.4105621805792,57.491386530317,-0.0808243497378101,590,34,5.44871794871795
"Budapest XV. kerület",011,"Budapest XV. kerület - 011",FIDESZ-KDNP,233,38.7043189368771,38.7852418523397,-0.0809229154626436,605,0,0.0
"Gödöllő",001,"Gödöllő - 001",FIDESZ-KDNP,284,43.4915773353752,43.5730454925998,-0.0814681572246201,657,0,0.0
"Budapest VIII. kerület",045,"Budapest VIII. kerület - 045",FIDESZ-KDNP,183,40.1315789473684,40.2132187543723,-0.0816398070039099,483,0,0.0
"Ásványráró",002,"Ásványráró - 002",FIDESZ-KDNP,315,62.3762376237624,62.4584771180701,-0.0822394943077285,508,24,4.51127819548872
"Sásd",004,"Sásd - 004",FIDESZ-KDNP,163,47.9411764705882,48.0245175205068,-0.0833410499185803,342,0,0.0
"Alcsútdoboz",001,"Alcsútdoboz - 001",FIDESZ-KDNP,248,70.8571428571428,70.9405539993775,-0.0834111422346808,362,0,0.0
"Ormosbánya",001,"Ormosbánya - 001",FIDESZ-KDNP,129,43.1438127090301,43.2279573099291,-0.0841446008989664,302,3,0.983606557377049
Debrecen,067,"Debrecen - 067",FIDESZ-KDNP,446,48.7964989059081,48.8831492940873,-0.0866503881792227,919,0,0.0
"Mezőkövesd",010,"Mezőkövesd - 010",FIDESZ-KDNP,348,48.6033519553073,48.6931762482353,-0.0898242929280215,729,0,0.0
"Táborfalva",002,"Táborfalva - 002",FIDESZ-KDNP,218,45.7023060796646,45.7937230538819,-0.0914169742173314,478,0,0.0
"Úrkút",001,"Úrkút - 001",FIDESZ-KDNP,254,48.3809523809524,48.4734589820632,-0.0925066011108129,534,0,0.0
"Szigetszentmiklós",007,"Szigetszentmiklós - 007",FIDESZ-KDNP,275,39.6825396825397,39.7755409947818,-0.0930013122420945,696,0,0.0
"Budapest II. kerület",042,"Budapest II. kerület - 042",FIDESZ-KDNP,252,40.9090909090909,41.0033079897931,-0.0942170807022151,618,0,0.0
"Budapest XXII. kerület",027,"Budapest XXII. kerület - 027",FIDESZ-KDNP,403,41.1224489795918,41.217971905954,-0.095522926362186,983,0,0.0
Muraszemenye,003,"Muraszemenye - 003",FIDESZ-KDNP,35,59.3220338983051,59.4192618821856,-0.0972279838805363,60,0,0.0
Tata,010,"Tata - 010",FIDESZ-KDNP,212,44.258872651357,44.3569261669842,-0.0980535156271642,490,0,0.0
"Vecsés",024,"Vecsés - 024",FIDESZ-KDNP,219,42.7734375,42.8730828070941,-0.0996453070941214,520,0,0.0
"Hajdúszoboszló",017,"Hajdúszoboszló - 017",FIDESZ-KDNP,287,49.4827586206897,49.5824628219754,-0.0997042012857179,603,0,0.0
"Budapest XV. kerület",040,"Budapest XV. kerület - 040",FIDESZ-KDNP,200,38.6847195357834,38.7852418523397,-0.100522316556351,520,0,0.0
"Csákvár",005,"Csákvár - 005",FIDESZ-KDNP,296,54.8148148148148,54.9169711575159,-0.102156342701086,548,0,0.0
"Budapest XV. kerület",035,"Budapest XV. kerület - 035",FIDESZ-KDNP,323,38.6826347305389,38.7852418523397,-0.102607121800794,839,0,0.0
Dunaszeg,001,"Dunaszeg - 001",FIDESZ-KDNP,319,55.6719022687609,55.7746223439205,-0.102720075159574,576,20,3.35570469798658
"Budapest XI. kerület",062,"Budapest XI. kerület - 062",FIDESZ-KDNP,287,40.0278940027894,40.1311278606996,-0.103233857910183,721,0,0.0
"Sárrétudvari",001,"Sárrétudvari - 001",FIDESZ-KDNP,308,62.9856850715746,63.0904947381722,-0.104809666597582,496,16,3.125
Szeged,109,"Szeged - 109",FIDESZ-KDNP,347,37.4325782092772,37.5377626896143,-0.10518448033708,932,0,0.0
"Budapest XVII. kerület",017,"Budapest XVII. kerület - 017",FIDESZ-KDNP,186,40.1727861771058,40.2786003966702,-0.105814219564351,501,0,0.0
"Mezőhegyes",001,"Mezőhegyes - 001",FIDESZ-KDNP,191,45.260663507109,45.3665107833008,-0.105847276191831,423,0,0.0
"Ócsa",010,"Ócsa - 010",FIDESZ-KDNP,339,53.9808917197452,54.0877805019788,-0.10688878223354,633,0,0.0
"Budapest XIX. kerület",040,"Budapest XIX. kerület - 040",FIDESZ-KDNP,292,37.1501272264631,37.2585724391263,-0.108445212663199,794,0,0.0
"Ecséd",003,"Ecséd - 003",FIDESZ-KDNP,291,51.5957446808511,51.7056405567218,-0.109895875870706,565,0,0.0
"Jászszentlászló",002,"Jászszentlászló - 002",FIDESZ-KDNP,408,62.1951219512195,62.3051593473872,-0.110037396167719,664,0,0.0
"Veszprém",015,"Veszprém - 015",FIDESZ-KDNP,190,44.0835266821346,44.1965513687109,-0.113024686576381,433,0,0.0
"Andornaktálya",002,"Andornaktálya - 002",FIDESZ-KDNP,373,45.7668711656442,45.8810083983561,-0.114137232711897,819,0,0.0
"Budapest XVII. kerület",068,"Budapest XVII. kerület - 068",FIDESZ-KDNP,294,40.1639344262295,40.2786003966702,-0.114665970440669,737,0,0.0
Balatonlelle,003,"Balatonlelle - 003",FIDESZ-KDNP,274,53.1007751937985,53.2167215774713,-0.115946383672821,520,0,0.0
"Celldömölk",002,"Celldömölk - 002",FIDESZ-KDNP,455,57.741116751269,57.8599431906928,-0.118826439423763,793,0,0.0
"Pilisborosjenő",003,"Pilisborosjenő - 003",FIDESZ-KDNP,134,39.1812865497076,39.3010408923647,-0.119754342657146,345,0,0.0
Gyula,020,"Gyula - 020",FIDESZ-KDNP,247,45.1553930530165,45.2752402886019,-0.119847235585461,548,0,0.0
"Göd",008,"Göd - 008",FIDESZ-KDNP,330,41.7721518987342,41.8931721619941,-0.121020263259894,793,0,0.0
"Szigetvár",004,"Szigetvár - 004",FIDESZ-KDNP,196,44.0449438202247,44.1663753636927,-0.121431543467985,450,117,20.6349206349206
"Százhalombatta",014,"Százhalombatta - 014",FIDESZ-KDNP,282,40.0,40.1223760382781,-0.122376038278077,705,0,0.0
Tiszaszentimre,002,"Tiszaszentimre - 002",FIDESZ-KDNP,243,61.6751269035533,61.7984087197121,-0.123281816158844,396,0,0.0
"Vaskút",002,"Vaskút - 002",FIDESZ-KDNP,360,55.3846153846154,55.5086854799911,-0.124070095375686,659,0,0.0
Dunaharaszti,010,"Dunaharaszti - 010",FIDESZ-KDNP,312,41.2698412698413,41.3970213129306,-0.127180043089311,761,0,0.0
"Halásztelek",001,"Halásztelek - 001",FIDESZ-KDNP,365,42.1965317919075,42.3250754495487,-0.128543657641139,873,0,0.0
"Pápa",011,"Pápa - 011",FIDESZ-KDNP,391,52.8378378378378,52.9664006621331,-0.128562824295287,742,0,0.0
"Vajszló",002,"Vajszló - 002",FIDESZ-KDNP,239,55.1963048498845,55.3274100668637,-0.131105216979137,452,0,0.0
"Érpatak",002,"Érpatak - 002",FIDESZ-KDNP,265,65.5940594059406,65.7268117852948,-0.132752379354159,409,4,0.968523002421308
Szolnok,021,"Szolnok - 021",FIDESZ-KDNP,204,39.6887159533074,39.8220710661513,-0.133355112843923,520,0,0.0
"Fehérvárcsurgó",002,"Fehérvárcsurgó - 002",FIDESZ-KDNP,307,56.4338235294118,56.569092701701,-0.135269172289277,547,0,0.0
"Kaposvár",053,"Kaposvár - 053",FIDESZ-KDNP,188,43.3179723502304,43.4576231121415,-0.139650761911071,436,0,0.0
Kocs,001,"Kocs - 001",FIDESZ-KDNP,444,60.0811907983762,60.2214020751269,-0.140211276750712,746,31,3.98970398970399
Balassagyarmat,013,"Balassagyarmat - 013",FIDESZ-KDNP,231,41.5467625899281,41.6870365710085,-0.140273981080469,560,0,0.0
Szerencs,006,"Szerencs - 006",FIDESZ-KDNP,252,47.0149253731343,47.1555223543733,-0.140596981238964,546,0,0.0
"Murakeresztúr",001,"Murakeresztúr - 001",FIDESZ-KDNP,256,48.8549618320611,48.9964464332719,-0.141484601210848,535,13,2.37226277372263
"Budapest X. kerület",040,"Budapest X. kerület - 040",FIDESZ-KDNP,165,38.6416861826698,38.7879054710566,-0.146219288386824,431,0,0.0
"Békéscsaba",030,"Békéscsaba - 030",FIDESZ-KDNP,311,44.3651925820257,44.5120268825262,-0.146834300500544,710,0,0.0
"Budakalász",005,"Budakalász - 005",FIDESZ-KDNP,376,45.1380552220888,45.2912497723295,-0.15319455024067,835,0,0.0
Lajosmizse,008,"Lajosmizse - 008",FIDESZ-KDNP,203,62.0795107033639,62.2328708037777,-0.153360100413821,335,0,0.0
"Rákócziújfalu",001,"Rákócziújfalu - 001",FIDESZ-KDNP,197,42.4568965517241,42.6107376927087,-0.153841140984589,469,12,2.49480249480249
Sopron,011,"Sopron - 011",FIDESZ-KDNP,304,50.4983388704319,50.6537473205367,-0.155408450104773,604,0,0.0
"Budapest IX. kerület",046,"Budapest IX. kerület - 046",FIDESZ-KDNP,208,37.4774774774775,37.6332935320301,-0.155816054552623,557,0,0.0
"Jánosháza",002,"Jánosháza - 002",FIDESZ-KDNP,206,53.3678756476684,53.5266113440456,-0.158735696377164,391,17,4.16666666666667
"Szentgotthárd",012,"Szentgotthárd - 012",FIDESZ-KDNP,126,62.0689655172414,62.2288524622063,-0.159886944964889,203,0,0.0
"Monorierdő",001,"Monorierdő - 001",FIDESZ-KDNP,284,45.6591639871383,45.8196906419859,-0.160526654847658,631,64,9.20863309352518
"Nádasdladány",003,"Nádasdladány - 003",FIDESZ-KDNP,171,53.1055900621118,53.2679886119334,-0.162398549821596,323,0,0.0
"Perkáta",001,"Perkáta - 001",FIDESZ-KDNP,218,50.2304147465438,50.3946717491138,-0.164257002570054,437,0,0.0
Albertirsa,008,"Albertirsa - 008",FIDESZ-KDNP,213,48.4090909090909,48.5737813429777,-0.164690433886818,442,0,0.0
"Celldömölk",001,"Celldömölk - 001",FIDESZ-KDNP,420,57.6923076923077,57.8599431906928,-0.167635498385117,739,0,0.0
Abony,004,"Abony - 004",FIDESZ-KDNP,263,56.5591397849462,56.7279310807552,-0.168791295808944,468,0,0.0
"Budapest XVII. kerület",065,"Budapest XVII. kerület - 065",FIDESZ-KDNP,296,40.1084010840108,40.2786003966702,-0.170199312659335,745,0,0.0
"Öttevény",003,"Öttevény - 003",FIDESZ-KDNP,297,55.0,55.1711560869097,-0.171156086909683,540,21,3.74331550802139
"Gyömrő",008,"Gyömrő - 008",FIDESZ-KDNP,303,43.1623931623932,43.333724884206,-0.171331721812869,707,0,0.0
"Nyíregyháza",063,"Nyíregyháza - 063",FIDESZ-KDNP,250,42.5170068027211,42.6901378033,-0.173131000578884,595,0,0.0
"Pécs",042,"Pécs - 042",FIDESZ-KDNP,139,38.2920110192837,38.4655803319637,-0.173569312679945,365,0,0.0
Zalaegerszeg,048,"Zalaegerszeg - 048",FIDESZ-KDNP,499,49.3083003952569,49.4820238141564,-0.173723418899471,1013,0,0.0
"Békéscsaba",009,"Békéscsaba - 009",FIDESZ-KDNP,278,44.3381180223286,44.5120268825262,-0.17390886019767,663,0,0.0
Balassagyarmat,003,"Balassagyarmat - 003",FIDESZ-KDNP,247,41.5126050420168,41.6870365710085,-0.174431528991718,600,0,0.0
"Szigetszentmiklós",014,"Szigetszentmiklós - 014",FIDESZ-KDNP,238,39.6006655574043,39.7755409947818,-0.174875437377452,603,0,0.0
"Domaszék",002,"Domaszék - 002",FIDESZ-KDNP,388,55.9077809798271,56.0864596905909,-0.178678710763776,702,0,0.0
"Böhönye",002,"Böhönye - 002",FIDESZ-KDNP,327,56.5743944636678,56.7569481215136,-0.182553657845808,586,8,1.34680134680135
"Hajdúnánás",002,"Hajdúnánás - 002",FIDESZ-KDNP,224,49.6674057649667,49.8519231208928,-0.184517355926076,455,0,0.0
Szeged,204,"Szeged - 204",FIDESZ-KDNP,316,37.3522458628842,37.5377626896143,-0.185516826730158,854,0,0.0
"Pécs",107,"Pécs - 107",FIDESZ-KDNP,209,38.2783882783883,38.4655803319637,-0.187192053575416,550,0,0.0
"Győr",039,"Győr - 039",FIDESZ-KDNP,385,49.0445859872611,49.2317990574674,-0.187213070206255,789,0,0.0
Nagykanizsa,018,"Nagykanizsa - 018",FIDESZ-KDNP,346,45.1108213820078,45.2998729671323,-0.189051585124503,768,0,0.0
Debrecen,095,"Debrecen - 095",FIDESZ-KDNP,447,48.6928104575163,48.8831492940873,-0.19033883657098,925,0,0.0
"Hernádnémeti",002,"Hernádnémeti - 002",FIDESZ-KDNP,267,50.187969924812,50.3785054853716,-0.190535560559603,550,20,3.50877192982456
"Székesfehérvár",034,"Székesfehérvár - 034",FIDESZ-KDNP,345,46.9387755102041,47.1295567163719,-0.190781206167848,741,0,0.0
"Pécs",074,"Pécs - 074",FIDESZ-KDNP,173,38.2743362831858,38.4655803319637,-0.191244048777854,459,0,0.0
"Aranyosapáti",002,"Aranyosapáti - 002",FIDESZ-KDNP,366,74.8466257668712,75.0379917825182,-0.191366015646992,494,5,1.00200400801603
"Budapest VI. kerület",016,"Budapest VI. kerület - 016",FIDESZ-KDNP,231,36.9009584664537,37.0924979718368,-0.191539505383119,627,0,0.0
Bak,002,"Bak - 002",FIDESZ-KDNP,274,57.563025210084,57.7564080025316,-0.19338279244753,481,21,4.18326693227092
Eger,003,"Eger - 003",FIDESZ-KDNP,341,43.6061381074169,43.8019274245268,-0.195789317109941,784,0,0.0
"Üllés",002,"Üllés - 002",FIDESZ-KDNP,334,55.0247116968699,55.2206622400866,-0.195950543216703,619,0,0.0
"Székesfehérvár",058,"Székesfehérvár - 058",FIDESZ-KDNP,352,46.9333333333333,47.1295567163719,-0.1962233830386,765,0,0.0
"Budapest XVIII. kerület",076,"Budapest XVIII. kerület - 076",FIDESZ-KDNP,276,38.8732394366197,39.069729526465,-0.196490089845248,711,0,0.0
"Székesfehérvár",038,"Székesfehérvár - 038",FIDESZ-KDNP,306,46.9325153374233,47.1295567163719,-0.197041378948619,655,0,0.0
"Ősi",002,"Ősi - 002",FIDESZ-KDNP,250,57.20823798627,57.4067079898988,-0.198470003628742,441,0,0.0
Szigethalom,012,"Szigethalom - 012",FIDESZ-KDNP,222,39.5017793594306,39.7007740516418,-0.198994692211144,570,0,0.0
Szolnok,012,"Szolnok - 012",FIDESZ-KDNP,273,39.622641509434,39.8220710661513,-0.199429556717355,690,0,0.0
"Gyál",018,"Gyál - 018",FIDESZ-KDNP,288,42.043795620438,42.2437304005049,-0.199934780066947,688,0,0.0
Tokod,002,"Tokod - 002",FIDESZ-KDNP,206,46.5011286681716,46.7026996459437,-0.201570977772178,448,0,0.0
"Budapest XVIII. kerület",018,"Budapest XVIII. kerület - 018",FIDESZ-KDNP,302,38.8674388674389,39.069729526465,-0.202290659026097,785,0,0.0
"Hódmezővásárhely",011,"Hódmezővásárhely - 011",FIDESZ-KDNP,288,48.9795918367347,49.1820473129461,-0.202455476211433,593,0,0.0
Ajka,009,"Ajka - 009",FIDESZ-KDNP,245,45.1197053406998,45.3228528448999,-0.203147504200054,547,0,0.0
"Ecséd",001,"Ecséd - 001",FIDESZ-KDNP,292,51.4991181657848,51.7056405567218,-0.206522390936939,575,15,2.54237288135593
Esztergom,018,"Esztergom - 018",FIDESZ-KDNP,408,46.4163822525597,46.6232680908854,-0.206885838325668,886,0,0.0
"Gyömrő",014,"Gyömrő - 014",FIDESZ-KDNP,229,43.1261770244821,43.333724884206,-0.207547859723924,536,0,0.0
"Gödöllő",016,"Gödöllő - 016",FIDESZ-KDNP,317,43.3652530779754,43.5730454925998,-0.207792414624436,734,0,0.0
"Kaposvár",013,"Kaposvár - 013",FIDESZ-KDNP,189,43.2494279176201,43.4576231121415,-0.208195194521345,440,0,0.0
"Budapest XIX. kerület",022,"Budapest XIX. kerület - 022",FIDESZ-KDNP,206,37.0503597122302,37.2585724391263,-0.208212726896093,557,0,0.0
"Budapest I. kerület",019,"Budapest I. kerület - 019",FIDESZ-KDNP,333,42.5287356321839,42.7376948734678,-0.20895924128385,786,0,0.0
"Tatabánya",012,"Tatabánya - 012",FIDESZ-KDNP,305,39.6103896103896,39.8195746882563,-0.209185077866685,772,0,0.0
Bag,003,"Bag - 003",FIDESZ-KDNP,290,53.8033395176252,54.0161426728704,-0.212803155245119,545,0,0.0
Miskolc,005,"Miskolc - 005",FIDESZ-KDNP,155,39.6419437340153,39.8552204069502,-0.213276672934839,393,0,0.0
"Kétegyháza",002,"Kétegyháza - 002",FIDESZ-KDNP,158,42.9347826086957,43.1484321517159,-0.213649543020203,441,12,2.64900662251656
"Budapest XXII. kerület",007,"Budapest XXII. kerület - 007",FIDESZ-KDNP,294,41.0041841004184,41.217971905954,-0.21378780553561,726,0,0.0
Sopron,009,"Sopron - 009",FIDESZ-KDNP,402,50.4391468005019,50.6537473205367,-0.214600520034793,807,0,0.0
"Dunaegyháza",002,"Dunaegyháza - 002",FIDESZ-KDNP,173,48.8700564971751,49.0848881925652,-0.214831695390018,356,0,0.0
"Gödöllő",002,"Gödöllő - 002",FIDESZ-KDNP,235,43.3579335793358,43.5730454925998,-0.215111913264018,545,0,0.0
"Budapest XIX. kerület",018,"Budapest XIX. kerület - 018",FIDESZ-KDNP,223,37.0431893687708,37.2585724391263,-0.215383070355543,604,0,0.0
"Kisvárda",001,"Kisvárda - 001",FIDESZ-KDNP,243,53.4065934065934,53.6233512786873,-0.216757872093886,455,119,20.7317073170732
"Törökbálint",002,"Törökbálint - 002",FIDESZ-KDNP,160,40.3022670025189,40.520432490972,-0.218165488453081,409,0,0.0
"Győr",079,"Győr - 079",FIDESZ-KDNP,372,49.0118577075099,49.2317990574674,-0.219941349957516,770,0,0.0
"Budapest XXI. kerület",005,"Budapest XXI. kerület - 005",FIDESZ-KDNP,252,37.3333333333333,37.554331361675,-0.220998028341711,685,0,0.0
"Budapest IX. kerület",011,"Budapest IX. kerület - 011",FIDESZ-KDNP,211,37.4113475177305,37.6332935320301,-0.221946014299604,569,0,0.0
"Abádszalók",003,"Abádszalók - 003",FIDESZ-KDNP,199,53.7837837837838,54.0067432062659,-0.222959422482106,377,0,0.0
Gyula,021,"Gyula - 021",FIDESZ-KDNP,273,45.049504950495,45.2752402886019,-0.225735338106865,617,0,0.0
"Szabadegyháza",002,"Szabadegyháza - 002",FIDESZ-KDNP,148,54.8148148148148,55.0406168250034,-0.225802010188623,276,0,0.0
"Zamárdi",001,"Zamárdi - 001",FIDESZ-KDNP,335,52.9225908372828,53.1487954186414,-0.226204581358608,633,112,15.0335570469799
"Verőce",001,"Verőce - 001",FIDESZ-KDNP,407,53.8359788359788,54.0635486347406,-0.227569798761728,758,0,0.0
"Budapest XII. kerület",040,"Budapest XII. kerület - 040",FIDESZ-KDNP,272,42.3017107309487,42.5293651757483,-0.227654444799647,645,0,0.0
Kistokaj,001,"Kistokaj - 001",FIDESZ-KDNP,204,35.8523725834798,36.080032445586,-0.227659862106258,573,21,3.53535353535354
Baracs,001,"Baracs - 001",FIDESZ-KDNP,208,43.3333333333333,43.5620298123444,-0.228696479011099,484,0,0.0
"Gerendás",001,"Gerendás - 001",FIDESZ-KDNP,208,54.1666666666667,54.395472061657,-0.228805394990367,384,16,4.0
Nagykanizsa,007,"Nagykanizsa - 007",FIDESZ-KDNP,224,45.0704225352113,45.2998729671323,-0.229450431921052,499,0,0.0
Segesd,001,"Segesd - 001",FIDESZ-KDNP,227,51.1261261261261,51.3567138567139,-0.230587730587736,459,0,0.0
"Nyíregyháza",013,"Nyíregyháza - 013",FIDESZ-KDNP,228,42.4581005586592,42.6901378033,-0.23203724464075,548,0,0.0
"Mozsgó",002,"Mozsgó - 002",FIDESZ-KDNP,69,55.2,55.4368794326241,-0.236879432624107,128,2,1.53846153846154
"Budapest XIX. kerület",030,"Budapest XIX. kerület - 030",FIDESZ-KDNP,278,37.017310252996,37.2585724391263,-0.241262186130299,753,0,0.0
Nagykanizsa,033,"Nagykanizsa - 033",FIDESZ-KDNP,319,45.0564971751412,45.2998729671323,-0.243375791991085,710,0,0.0
"Dunaújváros",012,"Dunaújváros - 012",FIDESZ-KDNP,204,36.8896925858951,37.1331949547494,-0.243502368854266,555,0,0.0
Miskolc,066,"Miskolc - 066",FIDESZ-KDNP,204,39.6116504854369,39.8552204069502,-0.243569921513284,538,0,0.0
"Budapest XIV. kerület",017,"Budapest XIV. kerület - 017",FIDESZ-KDNP,293,35.3864734299517,35.6335037559549,-0.247030326003255,836,0,0.0
"Győrújbarát",003,"Győrújbarát - 003",FIDESZ-KDNP,491,53.8968166849616,54.1490836014345,-0.252266916472919,920,86,8.54870775347912
"Nyírtass",002,"Nyírtass - 002",FIDESZ-KDNP,281,63.0044843049327,63.2576662155827,-0.253181910650007,449,0,0.0
"Győr",070,"Győr - 070",FIDESZ-KDNP,335,48.9766081871345,49.2317990574674,-0.255190870332896,688,0,0.0
"Gamás",002,"Gamás - 002",FIDESZ-KDNP,43,74.1379310344828,74.3953544061303,-0.257423371647519,59,0,0.0
"Dunaújváros",007,"Dunaújváros - 007",FIDESZ-KDNP,177,36.875,37.1331949547494,-0.258194954749385,482,0,0.0
Adony,001,"Adony - 001",FIDESZ-KDNP,292,44.5121951219512,44.7708585318545,-0.258663409903242,659,59,8.21727019498607
"Kiskunfélegyháza",005,"Kiskunfélegyháza - 005",FIDESZ-KDNP,315,55.3602811950791,55.6199403540016,-0.259659158922545,571,0,0.0
"Dunaföldvár",001,"Dunaföldvár - 001",FIDESZ-KDNP,259,52.6422764227642,52.9035425011306,-0.261266078366383,494,0,0.0
"Hosszúpályi",004,"Hosszúpályi - 004",FIDESZ-KDNP,357,56.043956043956,56.3056521182444,-0.26169607428838,660,0,0.0
"Szentlászló",002,"Szentlászló - 002",FIDESZ-KDNP,78,43.5754189944134,43.8409414363702,-0.265522441956797,181,5,2.68817204301075
"Budapest XV. kerület",068,"Budapest XV. kerület - 068",FIDESZ-KDNP,213,38.5171790235081,38.7852418523397,-0.268062828831582,557,0,0.0
"Zagyvaszántó",001,"Zagyvaszántó - 001",FIDESZ-KDNP,336,52.6645768025078,52.9332736229288,-0.268696820420963,646,0,0.0
Pusztaszer,001,"Pusztaszer - 001",FIDESZ-KDNP,295,56.7307692307692,56.9997458488648,-0.268976618095564,528,6,1.12359550561798
"Fábiánsebestyén",001,"Fábiánsebestyén - 001",FIDESZ-KDNP,197,50.5128205128205,50.7822627945202,-0.269442281699689,396,10,2.46305418719212
"Tokodaltáró",003,"Tokodaltáró - 003",FIDESZ-KDNP,201,43.0406852248394,43.3110983176251,-0.270413092785745,471,0,0.0
Solt,005,"Solt - 005",FIDESZ-KDNP,324,52.0900321543408,52.3606725377047,-0.270640383363883,635,0,0.0
"Budapest XXI. kerület",070,"Budapest XXI. kerület - 070",FIDESZ-KDNP,170,37.280701754386,37.554331361675,-0.273629607289081,459,0,0.0
Tata,005,"Tata - 005",FIDESZ-KDNP,257,44.082332761578,44.3569261669842,-0.274593405406115,585,0,0.0
Szentes,025,"Szentes - 025",FIDESZ-KDNP,330,51.3219284603421,51.5969728044414,-0.275044344099214,654,0,0.0
Balatonlelle,001,"Balatonlelle - 001",FIDESZ-KDNP,288,52.9411764705882,53.2167215774713,-0.275545106883037,547,0,0.0
"Budapest V. kerület",011,"Budapest V. kerület - 011",FIDESZ-KDNP,177,42.6506024096386,42.9285751547695,-0.277972745130903,430,2213,83.7306091562618
"Forráskút",002,"Forráskút - 002",FIDESZ-KDNP,356,61.5916955017301,61.8697914128369,-0.278095911106782,582,0,0.0
"Hódmezővásárhely",040,"Hódmezővásárhely - 040",FIDESZ-KDNP,290,48.9038785834739,49.1820473129461,-0.278168729472263,599,0,0.0
"Nyírpazony",002,"Nyírpazony - 002",FIDESZ-KDNP,236,48.7603305785124,49.0401604252866,-0.279829846774248,487,0,0.0
"Budapest XVI. kerület",001,"Budapest XVI. kerület - 001",FIDESZ-KDNP,354,41.4035087719298,41.6850912149879,-0.28158244305812,859,0,0.0
"Budapest XVIII. kerület",072,"Budapest XVIII. kerület - 072",FIDESZ-KDNP,320,38.7878787878788,39.069729526465,-0.281850738586179,832,0,0.0
Szolnok,053,"Szolnok - 053",FIDESZ-KDNP,206,39.5393474088292,39.8220710661513,-0.282723657322144,524,0,0.0
"Budapest XIX. kerület",043,"Budapest XIX. kerület - 043",FIDESZ-KDNP,227,36.9706840390879,37.2585724391263,-0.287888400038355,615,0,0.0
"Tatabánya",027,"Tatabánya - 027",FIDESZ-KDNP,253,39.53125,39.8195746882563,-0.288324688256296,646,0,0.0
"Gyömrő",011,"Gyömrő - 011",FIDESZ-KDNP,229,43.0451127819549,43.333724884206,-0.28861210225115,539,0,0.0
"Budapest XI. kerület",070,"Budapest XI. kerület - 070",FIDESZ-KDNP,202,39.8422090729783,40.1311278606996,-0.288918787721286,508,0,0.0
"Budapest XVI. kerület",052,"Budapest XVI. kerület - 052",FIDESZ-KDNP,291,41.3940256045519,41.6850912149879,-0.291065610436029,706,0,0.0
"Kecskemét",046,"Kecskemét - 046",FIDESZ-KDNP,353,49.0277777777778,49.3213709560138,-0.293593178236058,723,0,0.0
"Nagyszentjános",002,"Nagyszentjános - 002",FIDESZ-KDNP,305,58.0952380952381,58.3903420523139,-0.295103957075781,529,0,0.0
Tab,001,"Tab - 001",FIDESZ-KDNP,195,47.2154963680387,47.5109075341242,-0.295411166085501,415,0,0.0
"Pétervására",003,"Pétervására - 003",FIDESZ-KDNP,189,49.868073878628,50.1643149243571,-0.296241045729118,388,0,0.0
"Kunszentmárton",003,"Kunszentmárton - 003",FIDESZ-KDNP,201,48.6682808716707,48.9653662090122,-0.2970853373415,420,0,0.0
"Budapest VI. kerület",019,"Budapest VI. kerület - 019",FIDESZ-KDNP,248,36.7952522255193,37.0924979718368,-0.297245746317508,697,0,0.0
"Jásztelek",002,"Jásztelek - 002",FIDESZ-KDNP,231,59.079283887468,59.3783516211534,-0.299067733685348,394,0,0.0
Tata,018,"Tata - 018",FIDESZ-KDNP,215,44.0573770491803,44.3569261669842,-0.299549117803828,495,0,0.0
"Fót",011,"Fót - 011",FIDESZ-KDNP,277,43.0124223602485,43.3124551122911,-0.300032752042604,647,0,0.0
Dunapataj,001,"Dunapataj - 001",FIDESZ-KDNP,250,48.5436893203884,48.8451675887278,-0.301478268339459,518,37,6.66666666666667
